"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Office Supplies,Tampa,United States,Trudy Glocke,Binney & Smith,"3/31/11",CA-2011-130428,33614,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Consumer,"3/31/11",Same Day,Florida,Art,"20%",1,US$1 ,"26%",2,US$4 ,"",1,"2011-31-03",4,1,"2011-31-03"
Office Supplies,Tampa,United States,Trudy Glocke,Ibico,"3/31/11",CA-2011-130428,33614,Ibico Plastic and Wire Spiral Binding Combs,South,Consumer,"3/31/11",Same Day,Florida,Binders,"70%",1,(US$10),-80%,5,US$13 ,"",-10,"2011-31-03",13,-10,"2011-31-03"
Office Supplies,Chicago,United States,Dorothy Dickinson,Fellowes,"3/31/11",US-2011-104759,60610,Fellowes Black Plastic Comb Bindings,Central,Consumer,"4/4/11",Standard Class,Illinois,Binders,"80%",1,(US$14),-170%,7,US$8 ,"",-14,"2011-31-03",8,-14,"2011-31-03"
Office Supplies,Miami,United States,Karen Bern,Avery,"3/31/11",CA-2011-101770,33180,Avery Hole Reinforcements,South,Corporate,"4/4/11",Standard Class,Florida,Binders,"70%",1,(US$1),-70%,1,US$2 ,"",-1,"2011-31-03",2,-1,"2011-31-03"
Technology,Chicago,United States,Dorothy Dickinson,Kensington,"3/31/11",US-2011-104759,60610,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,Consumer,"4/4/11",Standard Class,Illinois,Accessories,"20%",1,US$14 ,"18%",2,US$80 ,"",14,"2011-31-03",80,14,"2011-31-03"
Office Supplies,San Francisco,United States,Alex Avila,Fellowes,"3/31/11",CA-2011-128055,94122,Fellowes Advanced Computer Series Surge Protectors,West,Consumer,"4/5/11",Standard Class,California,Appliances,"0%",1,US$15 ,"28%",2,US$53 ,"",15,"2011-31-03",53,15,"2011-31-03"
Office Supplies,San Francisco,United States,Alex Avila,GBC,"3/31/11",CA-2011-128055,94122,GBC DocuBind 200 Manual Binding Machine,West,Consumer,"4/5/11",Standard Class,California,Binders,"20%",1,US$253 ,"38%",2,US$674 ,"",253,"2011-31-03",674,253,"2011-31-03"
Office Supplies,Vallejo,United States,Kunst Miller,Pressboard,"4/1/11",US-2011-157021,94591,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,Consumer,"4/6/11",Second Class,California,Binders,"20%",1,US$6 ,"33%",4,US$17 ,"",6,"2011-01-04",17,6,"2011-01-04"
Office Supplies,Vallejo,United States,Kunst Miller,Avery,"4/1/11",US-2011-157021,94591,Avery 490,West,Consumer,"4/6/11",Second Class,California,Labels,"0%",1,US$15 ,"50%",2,US$30 ,"",15,"2011-01-04",30,15,"2011-01-04"
Office Supplies,Revere,United States,Katharine Harms,Other,"4/1/11",CA-2011-138359,2151,Zipper Ring Binder Pockets,East,Corporate,"4/6/11",Standard Class,Massachusetts,Binders,"0%",1,US$3 ,"49%",2,US$6 ,"",3,"2011-01-04",6,3,"2011-01-04"
Office Supplies,Revere,United States,Katharine Harms,Rogers,"4/1/11",CA-2011-138359,2151,Rogers Profile Extra Capacity Storage Tub,East,Corporate,"4/6/11",Standard Class,Massachusetts,Storage,"0%",1,US$3 ,"4%",4,US$67 ,"",3,"2011-01-04",67,3,"2011-01-04"
Office Supplies,Houston,United States,Sam Craven,Xerox,"4/2/11",US-2011-157847,77095,Xerox 1898,Central,Consumer,"4/6/11",Second Class,Texas,Paper,"20%",1,US$9 ,"35%",5,US$27 ,"",9,"2011-02-04",27,9,"2011-02-04"
Office Supplies,Houston,United States,Sam Craven,Xerox,"4/2/11",US-2011-157847,77095,Xerox 1947,Central,Consumer,"4/6/11",Second Class,Texas,Paper,"20%",1,US$10 ,"31%",7,US$33 ,"",10,"2011-02-04",33,10,"2011-02-04"
Furniture,Virginia Beach,United States,Anna Häberlin,Luxo,"4/2/11",CA-2011-160276,23464,Luxo Adjustable Task Clamp Lamp,South,Corporate,"4/8/11",Standard Class,Virginia,Furnishings,"0%",1,US$46 ,"26%",2,US$178 ,"",46,"2011-02-04",178,46,"2011-02-04"
Office Supplies,Athens,United States,Rob Dowd,Euro Pro,"4/2/11",CA-2011-164315,30605,Euro-Pro Shark Turbo Vacuum,South,Consumer,"4/8/11",Standard Class,Georgia,Appliances,"0%",1,US$40 ,"26%",5,US$155 ,"",40,"2011-02-04",155,40,"2011-02-04"
Office Supplies,Athens,United States,Rob Dowd,Xerox,"4/2/11",CA-2011-164315,30605,Xerox 1990,South,Consumer,"4/8/11",Standard Class,Georgia,Paper,"0%",1,US$7 ,"45%",3,US$16 ,"",7,"2011-02-04",16,7,"2011-02-04"
Technology,Athens,United States,Rob Dowd,Motorola,"4/2/11",CA-2011-164315,30605,Motorola Droid Maxx,South,Consumer,"4/8/11",Standard Class,Georgia,Phones,"0%",1,US$294 ,"28%",7,"US$1,050 ","",294,"2011-02-04",1,294,"2011-02-04"
Office Supplies,Los Angeles,United States,Katrina Edelman,Other,"4/3/11",CA-2011-112291,90008,Staples,West,Corporate,"4/8/11",Standard Class,California,Envelopes,"0%",1,US$6 ,"50%",2,US$11 ,"",6,"2011-03-04",11,6,"2011-03-04"
Technology,Los Angeles,United States,Katrina Edelman,Enermax,"4/3/11",CA-2011-112291,90008,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Corporate,"4/8/11",Standard Class,California,Accessories,"0%",1,US$22 ,"36%",3,US$62 ,"",22,"2011-03-04",62,22,"2011-03-04"
Technology,Los Angeles,United States,Katrina Edelman,Logitech,"4/3/11",CA-2011-112291,90008,Logitech G600 MMO Gaming Mouse,West,Corporate,"4/8/11",Standard Class,California,Accessories,"0%",1,US$58 ,"36%",2,US$160 ,"",58,"2011-03-04",160,58,"2011-03-04"
Office Supplies,Los Angeles,United States,Mary Zewe,Avery,"4/4/11",US-2011-128685,90008,Avery Non-Stick Binders,West,Corporate,"4/5/11",First Class,California,Binders,"20%",1,US$2 ,"31%",2,US$7 ,"",2,"2011-04-04",7,2,"2011-04-04"
Office Supplies,Lafayette,United States,Ken Black,Xerox,"4/4/11",CA-2011-149538,70506,Xerox 1966,South,Corporate,"4/8/11",Standard Class,Louisiana,Paper,"0%",1,US$6 ,"49%",2,US$13 ,"",6,"2011-04-04",13,6,"2011-04-04"
Office Supplies,Lafayette,United States,Ken Black,Xerox,"4/4/11",CA-2011-149538,70506,Xerox 209,South,Corporate,"4/8/11",Standard Class,Louisiana,Paper,"0%",1,US$9 ,"48%",3,US$19 ,"",9,"2011-04-04",19,9,"2011-04-04"
Office Supplies,Lafayette,United States,Ken Black,SAFCO,"4/4/11",CA-2011-149538,70506,Safco Commercial Shelving,South,Corporate,"4/8/11",Standard Class,Louisiana,Storage,"0%",1,US$9 ,"4%",5,US$233 ,"",9,"2011-04-04",233,9,"2011-04-04"
Technology,Lafayette,United States,Ken Black,Logitech,"4/4/11",CA-2011-149538,70506,Logitech Wireless Marathon Mouse M705,South,Corporate,"4/8/11",Standard Class,Louisiana,Accessories,"0%",1,US$43 ,"43%",2,US$100 ,"",43,"2011-04-04",100,43,"2011-04-04"
Furniture,Detroit,United States,Maurice Satty,Advantus,"4/4/11",CA-2011-133228,48205,Advantus Panel Wall Acrylic Frame,Central,Consumer,"4/9/11",Standard Class,Michigan,Furnishings,"0%",1,US$2 ,"43%",1,US$5 ,"",2,"2011-04-04",5,2,"2011-04-04"
Office Supplies,Detroit,United States,Maurice Satty,Newell,"4/4/11",CA-2011-133228,48205,Newell 319,Central,Consumer,"4/9/11",Standard Class,Michigan,Art,"0%",1,US$24 ,"30%",4,US$79 ,"",24,"2011-04-04",79,24,"2011-04-04"
Office Supplies,San Francisco,United States,Paul Knutson,Avery,"4/4/11",CA-2011-105172,94109,Avery 518,West,Home Office,"4/9/11",Standard Class,California,Labels,"0%",1,US$9 ,"48%",6,US$19 ,"",9,"2011-04-04",19,9,"2011-04-04"
Office Supplies,Dearborn Heights,United States,Ruben Dartt,Binney & Smith,"4/5/11",CA-2011-149104,48127,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Central,Consumer,"4/7/11",Second Class,Michigan,Art,"0%",1,US$5 ,"33%",3,US$14 ,"",5,"2011-05-04",14,5,"2011-05-04"
Office Supplies,Dearborn Heights,United States,Ruben Dartt,Stanley,"4/5/11",CA-2011-149104,48127,Stanley Contemporary Battery Pencil Sharpeners,Central,Consumer,"4/7/11",Second Class,Michigan,Art,"0%",1,US$7 ,"28%",2,US$27 ,"",7,"2011-05-04",27,7,"2011-05-04"
Office Supplies,Dearborn Heights,United States,Ruben Dartt,Fellowes,"4/5/11",CA-2011-149104,48127,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Central,Consumer,"4/7/11",Second Class,Michigan,Binders,"0%",1,US$18 ,"45%",5,US$40 ,"",18,"2011-05-04",40,18,"2011-05-04"
Office Supplies,Dearborn Heights,United States,Ruben Dartt,Space Solutions,"4/5/11",CA-2011-149104,48127,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,"4/7/11",Second Class,Michigan,Storage,"0%",1,US$21 ,"3%",6,US$690 ,"",21,"2011-05-04",690,21,"2011-05-04"
Office Supplies,Decatur,United States,John Grady,Other,"4/5/11",CA-2011-151001,62521,Adjustable Personal File Tote,Central,Corporate,"4/7/11",First Class,Illinois,Storage,"20%",1,US$4 ,"8%",4,US$52 ,"",4,"2011-05-04",52,4,"2011-05-04"
Office Supplies,Decatur,United States,John Grady,Tenex,"4/5/11",CA-2011-151001,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,"4/7/11",First Class,Illinois,Storage,"20%",1,US$4 ,"8%",4,US$50 ,"",4,"2011-05-04",50,4,"2011-05-04"
Office Supplies,New York City,United States,Tracy Hopkins,Other,"4/5/11",CA-2011-113887,10035,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,Home Office,"4/7/11",First Class,New York,Paper,"0%",1,US$27 ,"48%",1,US$55 ,"",27,"2011-05-04",55,27,"2011-05-04"
Office Supplies,Alexandria,United States,Greg Maxwell,Crayola,"4/5/11",CA-2011-102988,22304,Crayola Colored Pencils,South,Corporate,"4/9/11",Second Class,Virginia,Art,"0%",1,US$8 ,"33%",7,US$23 ,"",8,"2011-05-04",23,8,"2011-05-04"
Office Supplies,Alexandria,United States,Greg Maxwell,Newell,"4/5/11",CA-2011-102988,22304,Newell 321,South,Corporate,"4/9/11",Second Class,Virginia,Art,"0%",1,US$7 ,"29%",7,US$23 ,"",7,"2011-05-04",23,7,"2011-05-04"
Office Supplies,Alexandria,United States,Greg Maxwell,Xerox,"4/5/11",CA-2011-102988,22304,Xerox 1957,South,Corporate,"4/9/11",Second Class,Virginia,Paper,"0%",1,US$6 ,"49%",2,US$13 ,"",6,"2011-05-04",13,6,"2011-05-04"
Office Supplies,Alexandria,United States,Greg Maxwell,Martin-Yale,"4/5/11",CA-2011-102988,22304,Martin Yale Chadless Opener Electric Letter Opener,South,Corporate,"4/9/11",Second Class,Virginia,Supplies,"0%",1,US$83 ,"2%",5,"US$4,164 ","",83,"2011-05-04",4,83,"2011-05-04"
Office Supplies,Richmond,United States,Roy Phan,Ibico,"4/5/11",US-2011-157231,40475,Ibico Standard Transparent Covers,South,Corporate,"4/9/11",Standard Class,Kentucky,Binders,"0%",1,US$57 ,"49%",7,US$115 ,"",57,"2011-05-04",115,57,"2011-05-04"
Technology,Alexandria,United States,Greg Maxwell,AT&T,"4/5/11",CA-2011-102988,22304,AT&T CL82213,South,Corporate,"4/9/11",Second Class,Virginia,Phones,"0%",1,US$8 ,"29%",1,US$29 ,"",8,"2011-05-04",29,8,"2011-05-04"
Furniture,Philadelphia,United States,Shirley Daniels,KI,"4/6/11",US-2011-118486,19143,KI Adjustable-Height Table,East,Home Office,"4/8/11",First Class,Pennsylvania,Tables,"40%",1,(US$36),-23%,3,US$155 ,"",-36,"2011-06-04",155,-36,"2011-06-04"
Office Supplies,Philadelphia,United States,Shirley Daniels,Martin-Yale,"4/6/11",US-2011-118486,19143,Martin-Yale Premier Letter Opener,East,Home Office,"4/8/11",First Class,Pennsylvania,Supplies,"20%",1,(US$2),-21%,1,US$10 ,"",-2,"2011-06-04",10,-2,"2011-06-04"
Technology,Philadelphia,United States,Shirley Daniels,Imation,"4/6/11",US-2011-118486,19143,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,East,Home Office,"4/8/11",First Class,Pennsylvania,Accessories,"20%",1,US$22 ,"19%",2,US$117 ,"",22,"2011-06-04",117,22,"2011-06-04"
Office Supplies,Lancaster,United States,Guy Phonely,Other,"4/6/11",CA-2011-136742,17602,Large Capacity Hanging Post Binders,East,Corporate,"4/10/11",Standard Class,Pennsylvania,Binders,"70%",1,(US$36),-80%,6,US$45 ,"",-36,"2011-06-04",45,-36,"2011-06-04"
Office Supplies,Los Angeles,United States,Frank Hawley,Boston,"4/6/11",CA-2011-153808,90004,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,Corporate,"4/10/11",Second Class,California,Art,"0%",1,US$18 ,"26%",3,US$71 ,"",18,"2011-06-04",71,18,"2011-06-04"
Office Supplies,Los Angeles,United States,Frank Hawley,Avery,"4/6/11",CA-2011-153808,90004,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,Corporate,"4/10/11",Second Class,California,Binders,"20%",1,US$24 ,"36%",2,US$66 ,"",24,"2011-06-04",66,24,"2011-06-04"
Technology,Los Angeles,United States,Frank Hawley,Razer,"4/6/11",CA-2011-153808,90004,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,West,Corporate,"4/10/11",Second Class,California,Accessories,"0%",1,US$132 ,"44%",3,US$300 ,"",132,"2011-06-04",300,132,"2011-06-04"
Furniture,Los Angeles,United States,Andy Yotov,C-Line,"4/6/11",CA-2011-102652,90049,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Corporate,"4/12/11",Standard Class,California,Furnishings,"0%",1,US$13 ,"39%",7,US$33 ,"",13,"2011-06-04",33,13,"2011-06-04"
Furniture,Los Angeles,United States,Andy Yotov,Tenex,"4/6/11",CA-2011-102652,90049,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,Corporate,"4/12/11",Standard Class,California,Furnishings,"0%",1,US$16 ,"17%",2,US$92 ,"",16,"2011-06-04",92,16,"2011-06-04"
Furniture,Seattle,United States,Scott Cohen,Chromcraft,"4/6/11",CA-2011-169803,98115,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",West,Corporate,"4/12/11",Standard Class,Washington,Tables,"0%",1,US$111 ,"17%",3,US$654 ,"",111,"2011-06-04",654,111,"2011-06-04"
Office Supplies,Los Angeles,United States,Andy Yotov,Xerox,"4/6/11",CA-2011-102652,90049,Xerox 194,West,Corporate,"4/12/11",Standard Class,California,Paper,"0%",1,US$27 ,"48%",1,US$55 ,"",27,"2011-06-04",55,27,"2011-06-04"
Office Supplies,Los Angeles,United States,Andy Yotov,Xerox,"4/6/11",CA-2011-102652,90049,Xerox 211,West,Corporate,"4/12/11",Standard Class,California,Paper,"0%",1,US$9 ,"48%",3,US$19 ,"",9,"2011-06-04",19,9,"2011-06-04"
Technology,Seattle,United States,Scott Cohen,Kingston,"4/6/11",CA-2011-169803,98115,Kingston Digital DataTraveler 32GB USB 2.0,West,Corporate,"4/12/11",Standard Class,Washington,Accessories,"0%",1,US$2 ,"6%",2,US$34 ,"",2,"2011-06-04",34,2,"2011-06-04"
Office Supplies,Marietta,United States,Valerie Mitchum,Xerox,"4/7/11",CA-2011-165806,30062,Xerox 226,South,Home Office,"4/7/11",Same Day,Georgia,Paper,"0%",1,US$28 ,"48%",9,US$58 ,"",28,"2011-07-04",58,28,"2011-07-04"
Technology,Marietta,United States,Valerie Mitchum,RCA,"4/7/11",CA-2011-165806,30062,RCA Visys Integrated PBX 8-Line Router,South,Home Office,"4/7/11",Same Day,Georgia,Phones,"0%",1,US$50 ,"25%",3,US$201 ,"",50,"2011-07-04",201,50,"2011-07-04"
Furniture,Mobile,United States,Pauline Johnson,Other,"4/7/11",CA-2011-124023,36608,"Stacking Tray, Side-Loading, Legal, Smoke",South,Consumer,"4/10/11",First Class,Alabama,Furnishings,"0%",1,US$3 ,"31%",2,US$9 ,"",3,"2011-07-04",9,3,"2011-07-04"
Office Supplies,Columbia,United States,Roland Schwarz,Xerox,"4/7/11",CA-2011-128846,29203,Xerox 1945,South,Corporate,"4/12/11",Standard Class,South Carolina,Paper,"0%",1,US$60 ,"49%",3,US$123 ,"",60,"2011-07-04",123,60,"2011-07-04"
Technology,Columbia,United States,Roland Schwarz,AT&T,"4/7/11",CA-2011-128846,29203,AT&T TR1909W,South,Corporate,"4/12/11",Standard Class,South Carolina,Phones,"0%",1,US$164 ,"26%",5,US$630 ,"",164,"2011-07-04",630,164,"2011-07-04"
Furniture,Toledo,United States,John Stevenson,Riverside,"4/8/11",CA-2011-121769,43615,Riverside Furniture Stanwyck Manor Table Series,East,Consumer,"4/12/11",Standard Class,Ohio,Tables,"40%",1,(US$95),-55%,1,US$172 ,"",-95,"2011-08-04",172,-95,"2011-08-04"
Furniture,Decatur,United States,Ruben Ausman,SAFCO,"4/8/11",US-2011-118997,35601,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",South,Corporate,"4/12/11",Standard Class,Alabama,Tables,"0%",1,US$316 ,"26%",8,"US$1,216 ","",316,"2011-08-04",1,316,"2011-08-04"
Furniture,Concord,United States,Nathan Mautz,Bevis,"4/8/11",CA-2011-150581,94521,Bevis 36 x 72 Conference Tables,West,Home Office,"4/12/11",Standard Class,California,Tables,"20%",1,US$2 ,"3%",1,US$100 ,"",2,"2011-08-04",100,2,"2011-08-04"
Technology,Concord,United States,Nathan Mautz,Logitech,"4/8/11",CA-2011-150581,94521,Logitech Wireless Headset h800,West,Home Office,"4/12/11",Standard Class,California,Accessories,"0%",1,US$140 ,"35%",4,US$400 ,"",140,"2011-08-04",400,140,"2011-08-04"
Office Supplies,Chandler,United States,Pauline Chand,Alliance,"4/8/11",US-2011-163797,85224,"Alliance Super-Size Bands, Assorted Sizes",West,Home Office,"4/13/11",Standard Class,Arizona,Fasteners,"20%",1,(US$12),-24%,8,US$50 ,"",-12,"2011-08-04",50,-12,"2011-08-04"
Office Supplies,Glendale,United States,Jim Mitchum,OIC,"4/8/11",CA-2011-100363,85301,Binder Clips by OIC,West,Corporate,"4/15/11",Standard Class,Arizona,Fasteners,"20%",1,US$1 ,"35%",2,US$2 ,"",1,"2011-08-04",2,1,"2011-08-04"
Office Supplies,Glendale,United States,Jim Mitchum,Things To Do,"4/8/11",CA-2011-100363,85301,Things To Do Today Spiral Book,West,Corporate,"4/15/11",Standard Class,Arizona,Paper,"20%",1,US$7 ,"36%",3,US$19 ,"",7,"2011-08-04",19,7,"2011-08-04"
Office Supplies,Miami,United States,Jay Kimmel,Acco,"4/11/11",US-2011-102715,33180,"Acco Banker's Clasps, 5 3/4""-Long",South,Consumer,"4/13/11",Second Class,Florida,Fasteners,"20%",1,US$2 ,"34%",3,US$7 ,"",2,"2011-11-04",7,2,"2011-11-04"
Office Supplies,Miami,United States,Jay Kimmel,Xerox,"4/11/11",US-2011-102715,33180,Xerox 224,South,Consumer,"4/13/11",Second Class,Florida,Paper,"20%",1,US$4 ,"35%",2,US$10 ,"",4,"2011-11-04",10,4,"2011-11-04"
Technology,Miami,United States,Jay Kimmel,Logitech,"4/11/11",US-2011-102715,33180,Logitech Wireless Anywhere Mouse MX for PC and Mac,South,Consumer,"4/13/11",Second Class,Florida,Accessories,"20%",1,US$42 ,"13%",7,US$336 ,"",42,"2011-11-04",336,42,"2011-11-04"
Technology,Miami,United States,Jay Kimmel,Logitech,"4/11/11",US-2011-102715,33180,Logitech Wireless Gaming Headset G930,South,Consumer,"4/13/11",Second Class,Florida,Accessories,"20%",1,US$82 ,"21%",3,US$384 ,"",82,"2011-11-04",384,82,"2011-11-04"
Office Supplies,Lewiston,United States,Sanjit Engle,GBC,"4/11/11",US-2011-121734,83501,GBC Personal VeloBind Strips,West,Consumer,"4/16/11",Standard Class,Idaho,Binders,"20%",1,US$3 ,"35%",1,US$10 ,"",3,"2011-11-04",10,3,"2011-11-04"
Technology,Austin,United States,Gary Mitchum,Jawbone,"4/11/11",CA-2011-138940,78745,Jawbone JAMBOX Wireless Bluetooth Speaker,Central,Home Office,"4/16/11",Second Class,Texas,Phones,"20%",1,US$265 ,"35%",6,US$758 ,"",265,"2011-11-04",758,265,"2011-11-04"
Office Supplies,Great Falls,United States,Michelle Moray,Eldon,"4/11/11",CA-2011-110555,59405,Eldon Simplefile Box Office,West,Consumer,"4/18/11",Standard Class,Montana,Storage,"0%",1,US$24 ,"28%",7,US$87 ,"",24,"2011-11-04",87,24,"2011-11-04"
Technology,Great Falls,United States,Michelle Moray,Memorex,"4/11/11",CA-2011-110555,59405,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,"4/18/11",Standard Class,Montana,Accessories,"0%",1,US$91 ,"42%",6,US$217 ,"",91,"2011-11-04",217,91,"2011-11-04"
Technology,Great Falls,United States,Michelle Moray,AT&T,"4/11/11",CA-2011-110555,59405,AT&T SB67148 SynJ,West,Consumer,"4/18/11",Standard Class,Montana,Phones,"20%",1,US$9 ,"9%",2,US$106 ,"",9,"2011-11-04",106,9,"2011-11-04"
Furniture,Redondo Beach,United States,Kean Nguyen,O'Sullivan,"4/12/11",CA-2011-154599,90278,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Corporate,"4/17/11",Standard Class,California,Bookcases,"15%",1,(US$18),-6%,3,US$308 ,"",-18,"2011-12-04",308,-18,"2011-12-04"
Office Supplies,Bloomington,United States,Stewart Visinsky,Xerox,"4/12/11",US-2011-158365,47401,Xerox 213,Central,Consumer,"4/17/11",Standard Class,Indiana,Paper,"0%",1,US$16 ,"48%",5,US$32 ,"",16,"2011-12-04",32,16,"2011-12-04"
Office Supplies,Redondo Beach,United States,Kean Nguyen,Other,"4/12/11",CA-2011-154599,90278,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Corporate,"4/17/11",Standard Class,California,Binders,"20%",1,US$7 ,"36%",7,US$18 ,"",7,"2011-12-04",18,7,"2011-12-04"
Technology,Redondo Beach,United States,Kean Nguyen,AT&T,"4/12/11",CA-2011-154599,90278,AT&T 1080 Corded phone,West,Corporate,"4/17/11",Standard Class,California,Phones,"20%",1,US$38 ,"9%",4,US$438 ,"",38,"2011-12-04",438,38,"2011-12-04"
Technology,Redondo Beach,United States,Kean Nguyen,Pyle,"4/12/11",CA-2011-154599,90278,Pyle PMP37LED,West,Corporate,"4/17/11",Standard Class,California,Phones,"20%",1,US$94 ,"9%",14,"US$1,075 ","",94,"2011-12-04",1,94,"2011-12-04"
Office Supplies,Lodi,United States,Edward Hooks,Other,"4/12/11",CA-2011-142979,95240,Prismacolor Color Pencil Set,West,Corporate,"4/18/11",Standard Class,California,Art,"0%",1,US$16 ,"41%",2,US$40 ,"",16,"2011-12-04",40,16,"2011-12-04"
Office Supplies,Philadelphia,United States,Jonathan Doherty,Newell,"4/13/11",CA-2011-122336,19140,Newell 314,East,Corporate,"4/17/11",Second Class,Pennsylvania,Art,"20%",1,US$1 ,"6%",4,US$18 ,"",1,"2011-13-04",18,1,"2011-13-04"
Office Supplies,Philadelphia,United States,Jonathan Doherty,Fellowes,"4/13/11",CA-2011-122336,19140,Fellowes PB200 Plastic Comb Binding Machine,East,Corporate,"4/17/11",Second Class,Pennsylvania,Binders,"70%",1,(US$408),-80%,10,US$510 ,"",-408,"2011-13-04",510,-408,"2011-13-04"
Office Supplies,Philadelphia,United States,Jonathan Doherty,Other,"4/13/11",CA-2011-122336,19140,Staples,East,Corporate,"4/17/11",Second Class,Pennsylvania,Fasteners,"20%",1,US$10 ,"33%",13,US$31 ,"",10,"2011-13-04",31,10,"2011-13-04"
